timestamp,participant-id,session-id,source,rr-interval
1477432003.0,7,7,empatica,984.42
1477433112.0,7,7,empatica,1109.426
1477434206.0,7,7,empatica,1093.8
1477435284.0,7,7,empatica,1078.174
1477436128.0,7,7,empatica,843.789
1477526976.0,7,7,empatica,921.917
1477527960.0,7,7,empatica,984.42
1477528944.0,7,7,empatica,984.42
1477529819.0,7,7,empatica,875.04
1477530851.0,7,7,empatica,1031.297
1477547430.0,7,7,empatica,1140.677
1477548508.0,7,7,empatica,1078.174
1477549586.0,7,7,empatica,1078.174
1477550633.0,7,7,empatica,1046.923
1477551727.0,7,7,empatica,1093.8
1477552711.0,7,7,empatica,984.42
1477553758.0,7,7,empatica,1046.923
1477562430.0,7,7,empatica,984.42
1477563415.0,7,7,empatica,984.42
1477564274.0,7,7,empatica,859.414
1477579072.0,7,7,empatica,828.163
1477579900.0,7,7,empatica,828.163
1477580822.0,7,7,empatica,921.917
1477581712.0,7,7,empatica,890.666
1477582822.0,7,7,empatica,1109.426
1477583728.0,7,7,empatica,906.291
1477606807.0,7,7,empatica,937.543
1477607682.0,7,7,empatica,875.04
1477614276.0,7,7,empatica,921.917
1477659388.0,7,7,empatica,890.666
1477660216.0,7,7,empatica,828.163
1477661107.0,7,7,empatica,890.666
1477661966.0,7,7,empatica,859.414
1477662935.0,7,7,empatica,968.794
1477663872.0,7,7,empatica,937.543
1477664888.0,7,7,empatica,1015.671
1477665935.0,7,7,empatica,1046.923
1477666998.0,7,7,empatica,1062.549
1477668045.0,7,7,empatica,1046.923
1477675764.0,7,7,empatica,921.917
1477676717.0,7,7,empatica,953.169
1477677701.0,7,7,empatica,984.42
1477678701.0,7,7,empatica,1000.046
1477679670.0,7,7,empatica,968.794
1477680686.0,7,7,empatica,1015.671
1477681592.0,7,7,empatica,906.291
1477682420.0,7,7,empatica,828.163
1477683295.0,7,7,empatica,875.04
1477684217.0,7,7,empatica,921.917
1477685202.0,7,7,empatica,984.42
1477686217.0,7,7,empatica,1015.671
1477687249.0,7,7,empatica,1031.297
1477688327.0,7,7,empatica,1078.174
1477689358.0,7,7,empatica,1031.297
1477690421.0,7,7,empatica,1062.549
1477691530.0,7,7,empatica,1109.426
1477698483.0,7,7,empatica,953.169
1477699609.0,7,7,empatica,1125.051
1477700671.0,7,7,empatica,1062.549
1477712078.0,7,7,empatica,890.666
1477713093.0,7,7,empatica,1015.671
1477714000.0,7,7,empatica,906.291
1477714922.0,7,7,empatica,921.917
1477715937.0,7,7,empatica,1015.671
1477735079.0,7,7,empatica,953.169
1477735907.0,7,7,empatica,828.163
1477736923.0,7,7,empatica,1015.671
1477737985.0,7,7,empatica,1062.549
1477738876.0,7,7,empatica,890.666
1477739720.0,7,7,empatica,843.789
1477740689.0,7,7,empatica,968.794
1477741642.0,7,7,empatica,953.169
1477751627.0,7,7,empatica,875.04
1477752517.0,7,7,empatica,890.666
1477753455.0,7,7,empatica,937.543
1477754377.0,7,7,empatica,921.917
1477755361.0,7,7,empatica,984.42
1477756205.0,7,7,empatica,843.789
1477757252.0,7,7,empatica,1046.923
1477761736.0,7,7,empatica,906.291
1477762690.0,7,7,empatica,953.169
1477763596.0,7,7,empatica,906.291
1477764486.0,7,7,empatica,890.666
1477765533.0,7,7,empatica,1046.923
1477766408.0,7,7,empatica,875.04
1477767346.0,7,7,empatica,937.543
1477768221.0,7,7,empatica,875.04
1477769221.0,7,7,empatica,1000.046
1477834646.0,7,7,empatica,750.034
1477844803.0,7,7,empatica,890.666
1477845725.0,7,7,empatica,921.917
1477885305.0,7,7,empatica,796.911
1477892758.0,7,7,empatica,968.794
1477971965.0,7,7,empatica,937.543
1477972965.0,7,7,empatica,1000.046
1477973965.0,7,7,empatica,1000.046
1477974902.0,7,7,empatica,937.543
1477981450.0,7,7,empatica,1000.046
1477982246.0,7,7,empatica,796.911
1477983121.0,7,7,empatica,875.04
1477984043.0,7,7,empatica,921.917
1477984950.0,7,7,empatica,906.291
1477985934.0,7,7,empatica,984.42
1477986840.0,7,7,empatica,906.291
1477987778.0,7,7,empatica,937.543
1477988731.0,7,7,empatica,953.169
1477989637.0,7,7,empatica,906.291
1477990606.0,7,7,empatica,968.794
1477991528.0,7,7,empatica,921.917
1477992497.0,7,7,empatica,968.794
1477993403.0,7,7,empatica,906.291
1477994591.0,7,7,empatica,1187.554
1478013170.0,7,7,empatica,1046.923
1478014217.0,7,7,empatica,1046.923
1478015185.0,7,7,empatica,968.794
1478016185.0,7,7,empatica,1000.046
1478017076.0,7,7,empatica,890.666
1478036327.0,7,7,empatica,781.286
1478101205.0,7,7,empatica,1000.046
1478102049.0,7,7,empatica,843.789
1478103018.0,7,7,empatica,968.794
1478103908.0,7,7,empatica,890.666
1478104643.0,7,7,empatica,734.409
1478108330.0,7,7,empatica,812.537
1478109190.0,7,7,empatica,859.414
1478110002.0,7,7,empatica,812.537
1478110877.0,7,7,empatica,875.04
1478111768.0,7,7,empatica,890.666
1478112643.0,7,7,empatica,875.04
1478113502.0,7,7,empatica,859.414
1478114377.0,7,7,empatica,875.04
1478115268.0,7,7,empatica,890.666
1478116174.0,7,7,empatica,906.291
1478117081.0,7,7,empatica,906.291
1478118003.0,7,7,empatica,921.917
1478118909.0,7,7,empatica,906.291
1478119893.0,7,7,empatica,984.42
1478120768.0,7,7,empatica,875.04
1478121643.0,7,7,empatica,875.04
1478122534.0,7,7,empatica,890.666
1478123503.0,7,7,empatica,968.794
1478124300.0,7,7,empatica,796.911
1478125206.0,7,7,empatica,906.291
1478126066.0,7,7,empatica,859.414
1478135425.0,7,7,empatica,906.291
1478136410.0,7,7,empatica,984.42
1478137238.0,7,7,empatica,828.163
1478138129.0,7,7,empatica,890.666
1478139004.0,7,7,empatica,875.04
1478139941.0,7,7,empatica,937.543
1478140847.0,7,7,empatica,906.291
1478141863.0,7,7,empatica,1015.671
1478142832.0,7,7,empatica,968.794
1478143785.0,7,7,empatica,953.169
1478185646.0,7,7,empatica,1015.671
1478186459.0,7,7,empatica,812.537
1478187350.0,7,7,empatica,890.666
1478188256.0,7,7,empatica,906.291
1478189147.0,7,7,empatica,890.666
1478190053.0,7,7,empatica,906.291
1478190975.0,7,7,empatica,921.917
1478205960.0,7,7,empatica,937.543
1478206913.0,7,7,empatica,953.169
1478207851.0,7,7,empatica,937.543
1478208804.0,7,7,empatica,953.169
1478209741.0,7,7,empatica,937.543
1478210616.0,7,7,empatica,875.04
1478217054.0,7,7,empatica,937.543
1478217976.0,7,7,empatica,921.917
1478218929.0,7,7,empatica,953.169
