timestamp,participant-id,session-id,source,rr-interval
1471060131.0,5,1,empatica,1187.554
1471061115.0,5,1,empatica,984.42
1471105586.0,5,1,empatica,828.163
1471118149.0,5,1,empatica,828.163
1471118977.0,5,1,empatica,828.163
1471136900.0,5,1,empatica,953.169
1471137791.0,5,1,empatica,890.666
1471138697.0,5,1,empatica,906.291
1471139541.0,5,1,empatica,843.789
1471140431.0,5,1,empatica,890.666
1471141369.0,5,1,empatica,937.543
1471142291.0,5,1,empatica,921.917
1471148385.0,5,1,empatica,703.157
1471149104.0,5,1,empatica,718.783
1471149901.0,5,1,empatica,796.911
1471150557.0,5,1,empatica,656.28
1471151276.0,5,1,empatica,718.783
1471155854.0,5,1,empatica,828.163
1471156604.0,5,1,empatica,750.034
1471157401.0,5,1,empatica,796.911
1471164370.0,5,1,empatica,937.543
1471165261.0,5,1,empatica,890.666
1471166089.0,5,1,empatica,828.163
1471166901.0,5,1,empatica,812.537
1471167667.0,5,1,empatica,765.66
1471168448.0,5,1,empatica,781.286
1471169183.0,5,1,empatica,734.409
1471170058.0,5,1,empatica,875.04
1471171011.0,5,1,empatica,953.169
1471171980.0,5,1,empatica,968.794
1471172933.0,5,1,empatica,953.169
1471173902.0,5,1,empatica,968.794
1471174902.0,5,1,empatica,1000.046
1471175871.0,5,1,empatica,968.794
1471176996.0,5,1,empatica,1125.051
1471188293.0,5,1,empatica,968.794
1471189324.0,5,1,empatica,1031.297
1471190277.0,5,1,empatica,953.169
1471191246.0,5,1,empatica,968.794
1471192215.0,5,1,empatica,968.794
1471193106.0,5,1,empatica,890.666
1471194059.0,5,1,empatica,953.169
1471195028.0,5,1,empatica,968.794
1471195965.0,5,1,empatica,937.543
1471196918.0,5,1,empatica,953.169
1471197903.0,5,1,empatica,984.42
1471198778.0,5,1,empatica,875.04
1471199653.0,5,1,empatica,875.04
1471200590.0,5,1,empatica,937.543
1471201450.0,5,1,empatica,859.414
1471202372.0,5,1,empatica,921.917
1471203325.0,5,1,empatica,953.169
1471204216.0,5,1,empatica,890.666
1471205231.0,5,1,empatica,1015.671
1471206169.0,5,1,empatica,937.543
1471207106.0,5,1,empatica,937.543
1471208091.0,5,1,empatica,984.42
1471208935.0,5,1,empatica,843.789
1471219201.0,5,1,empatica,859.414
1471220123.0,5,1,empatica,921.917
1471221029.0,5,1,empatica,906.291
1471221935.0,5,1,empatica,906.291
1471222920.0,5,1,empatica,984.42
1471223826.0,5,1,empatica,906.291
1471224795.0,5,1,empatica,968.794
1471225732.0,5,1,empatica,937.543
1471226639.0,5,1,empatica,906.291
1471227592.0,5,1,empatica,953.169
1471228498.0,5,1,empatica,906.291
1471229389.0,5,1,empatica,890.666
1471230295.0,5,1,empatica,906.291
1471231076.0,5,1,empatica,781.286
1471231904.0,5,1,empatica,828.163
1471232779.0,5,1,empatica,875.04
1471233654.0,5,1,empatica,875.04
1471234623.0,5,1,empatica,968.794
1471235561.0,5,1,empatica,937.543
1471236530.0,5,1,empatica,968.794
1471237514.0,5,1,empatica,984.42
1471238420.0,5,1,empatica,906.291
1471239342.0,5,1,empatica,921.917
1471240295.0,5,1,empatica,953.169
1471241186.0,5,1,empatica,890.666
1471242139.0,5,1,empatica,953.169
1471243077.0,5,1,empatica,937.543
1471243936.0,5,1,empatica,859.414
1471244858.0,5,1,empatica,921.917
1471245733.0,5,1,empatica,875.04
1471246577.0,5,1,empatica,843.789
1471247577.0,5,1,empatica,1000.046
1471248483.0,5,1,empatica,906.291
1471249452.0,5,1,empatica,968.794
1471250405.0,5,1,empatica,953.169
1471251280.0,5,1,empatica,875.04
1471252233.0,5,1,empatica,953.169
1471253108.0,5,1,empatica,875.04
1471253952.0,5,1,empatica,843.789
1471254905.0,5,1,empatica,953.169
1471255812.0,5,1,empatica,906.291
1471256687.0,5,1,empatica,875.04
