timestamp,participant-id,session-id,source,rr-interval
1471563238.0,5,2,empatica,843.789
1471564034.0,5,2,empatica,796.911
1471564863.0,5,2,empatica,828.163
1471565644.0,5,2,empatica,781.286
1471566410.0,5,2,empatica,765.66
1471567238.0,5,2,empatica,828.163
1471567988.0,5,2,empatica,750.034
1471568832.0,5,2,empatica,843.789
1471569535.0,5,2,empatica,703.157
1471570285.0,5,2,empatica,750.034
1471571003.0,5,2,empatica,718.783
1471571707.0,5,2,empatica,703.157
1471572379.0,5,2,empatica,671.906
1471573144.0,5,2,empatica,765.66
1471573754.0,5,2,empatica,609.403
1471574410.0,5,2,empatica,656.28
1471575144.0,5,2,empatica,734.409
1471586957.0,5,2,empatica,625.029
1471587598.0,5,2,empatica,640.654
1471588254.0,5,2,empatica,656.28
1471588957.0,5,2,empatica,703.157
1471589661.0,5,2,empatica,703.157
1471590395.0,5,2,empatica,734.409
1471591129.0,5,2,empatica,734.409
1471591926.0,5,2,empatica,796.911
1471592536.0,5,2,empatica,609.403
1471593239.0,5,2,empatica,703.157
1471611880.0,5,2,empatica,703.157
1471612599.0,5,2,empatica,718.783
1471613193.0,5,2,empatica,593.777
1471625568.0,5,2,empatica,750.034
1471626490.0,5,2,empatica,921.917
1471658257.0,5,2,empatica,687.531
1471658929.0,5,2,empatica,671.906
1471659648.0,5,2,empatica,718.783
1471660320.0,5,2,empatica,671.906
1471660976.0,5,2,empatica,656.28
1471661633.0,5,2,empatica,656.28
1471662289.0,5,2,empatica,656.28
1471662930.0,5,2,empatica,640.654
1471663601.0,5,2,empatica,671.906
1471675165.0,5,2,empatica,625.029
1471675805.0,5,2,empatica,640.654
1471676477.0,5,2,empatica,671.906
1471681790.0,5,2,empatica,671.906
1471682430.0,5,2,empatica,640.654
1471683087.0,5,2,empatica,656.28
1471683712.0,5,2,empatica,625.029
1471684352.0,5,2,empatica,640.654
1471684977.0,5,2,empatica,625.029
1471685618.0,5,2,empatica,640.654
1471686259.0,5,2,empatica,640.654
1471686915.0,5,2,empatica,656.28
1471687556.0,5,2,empatica,640.654
1471688228.0,5,2,empatica,671.906
1471688931.0,5,2,empatica,703.157
1471689603.0,5,2,empatica,671.906
1471690353.0,5,2,empatica,750.034
1471690931.0,5,2,empatica,578.151
1471691728.0,5,2,empatica,796.911
1471692431.0,5,2,empatica,703.157
1471693118.0,5,2,empatica,687.531
1471693806.0,5,2,empatica,687.531
1471694525.0,5,2,empatica,718.783
1471695197.0,5,2,empatica,671.906
1471695884.0,5,2,empatica,687.531
