participant-id,session-id,timestamp,source,inter-beat-interval
19,02,1468272601.625807,empatica,0.828163
19,02,1468272602.407093,empatica,0.781286
19,02,1468272603.157127,empatica,0.750034
19,02,1468272603.891536,empatica,0.734409
19,02,1468272604.610318,empatica,0.718783
19,02,1468272605.469733,empatica,0.859414
19,02,1468272606.235393,empatica,0.765660
19,02,1468272607.094807,empatica,0.859414
19,02,1468272607.876093,empatica,0.781286
19,02,1468272608.579250,empatica,0.703157
19,02,1468272609.454290,empatica,0.875040
19,02,1468272610.360582,empatica,0.906291
19,02,1468272611.219996,empatica,0.859414
19,02,1468272612.032533,empatica,0.812537
19,02,1468272612.970076,empatica,0.937543
19,02,1468272613.954496,empatica,0.984420
19,02,1468272614.938916,empatica,0.984420
19,02,1468272615.813956,empatica,0.875040
19,02,1468272616.798376,empatica,0.984420
19,02,1468272617.814048,empatica,1.015671
19,02,1468272618.860971,empatica,1.046923
19,02,1468272619.798514,empatica,0.937543
19,02,1468272620.736057,empatica,0.937543
19,02,1468272621.751728,empatica,1.015671
19,02,1468272622.767400,empatica,1.015671
19,02,1468272623.689317,empatica,0.921917
19,02,1468272624.533105,empatica,0.843789
19,02,1468272625.455023,empatica,0.921917
19,02,1468272626.220683,empatica,0.765660
19,02,1468272627.142600,empatica,0.921917
19,02,1468272637.658706,empatica,0.921917
19,02,1468272638.611875,empatica,0.953169
19,02,1468272639.486915,empatica,0.875040
19,02,1468272640.377581,empatica,0.890666
19,02,1468272641.299498,empatica,0.921917
19,02,1468272642.252666,empatica,0.953169
19,02,1468272643.190209,empatica,0.937543
19,02,1468272644.127752,empatica,0.937543
19,02,1468272645.018418,empatica,0.890666
19,02,1468272645.830955,empatica,0.812537
19,02,1468272646.705995,empatica,0.875040
19,02,1468272647.612287,empatica,0.906291
19,02,1468272648.534204,empatica,0.921917
19,02,1468272649.518624,empatica,0.984420
19,02,1468272650.503044,empatica,0.984420
19,02,1468272651.409336,empatica,0.906291
19,02,1468272652.378130,empatica,0.968794
19,02,1468272653.346924,empatica,0.968794
19,02,1468272654.315719,empatica,0.968794
19,02,1468272655.300139,empatica,0.984420
19,02,1468272656.253307,empatica,0.953169
19,02,1468272657.159599,empatica,0.906291
19,02,1468272657.940885,empatica,0.781286
19,02,1468272658.784673,empatica,0.843789
19,02,1468272659.612836,empatica,0.828163
19,02,1468272660.394122,empatica,0.781286
19,02,1468272661.159782,empatica,0.765660
19,02,1468272662.019196,empatica,0.859414
19,02,1468272662.847359,empatica,0.828163
19,02,1468272671.472754,empatica,0.984420
19,02,1468272672.535303,empatica,1.062549
19,02,1468272673.597851,empatica,1.062549
19,02,1468272674.629148,empatica,1.031297
19,02,1468272675.629194,empatica,1.000046
19,02,1468272676.629240,empatica,1.000046
19,02,1468272677.660537,empatica,1.031297
19,02,1468272678.676209,empatica,1.015671
19,02,1468272679.707506,empatica,1.031297
19,02,1468272680.770055,empatica,1.062549
19,02,1468272681.832603,empatica,1.062549
19,02,1468272682.817023,empatica,0.984420
19,02,1468272683.723315,empatica,0.906291
19,02,1468272684.676483,empatica,0.953169
19,02,1468272685.645278,empatica,0.968794
19,02,1468272686.614072,empatica,0.968794
19,02,1468272687.489112,empatica,0.875040
19,02,1468272688.301649,empatica,0.812537
19,02,1468272689.223567,empatica,0.921917
19,02,1468272690.223612,empatica,1.000046
19,02,1468272691.176781,empatica,0.953169
19,02,1468272692.051821,empatica,0.875040
19,02,1468272693.004990,empatica,0.953169
19,02,1468272693.989410,empatica,0.984420
19,02,1468272694.989455,empatica,1.000046
19,02,1468272695.911373,empatica,0.921917
19,02,1468272696.786413,empatica,0.875040
19,02,1468272697.692704,empatica,0.906291
19,02,1468272698.630247,empatica,0.937543
19,02,1468272699.614667,empatica,0.984420
19,02,1468272700.599087,empatica,0.984420
19,02,1468272701.614759,empatica,1.015671
19,02,1468272702.567927,empatica,0.953169
19,02,1468272703.583599,empatica,1.015671
19,02,1468272704.568019,empatica,0.984420
19,02,1468272705.536813,empatica,0.968794
19,02,1468272706.333725,empatica,0.796911
19,02,1468272707.099385,empatica,0.765660
19,02,1468272707.958799,empatica,0.859414
19,02,1468272708.927593,empatica,0.968794
19,02,1468272709.927639,empatica,1.000046
19,02,1468272710.896434,empatica,0.968794
19,02,1468272711.787099,empatica,0.890666
19,02,1468272719.553080,empatica,0.968794
19,02,1468272720.521874,empatica,0.968794
19,02,1468272721.365663,empatica,0.843789
19,02,1468272722.209451,empatica,0.843789
19,02,1468272723.100117,empatica,0.890666
19,02,1468272724.037660,empatica,0.937543
19,02,1468272724.990829,empatica,0.953169
19,02,1468272725.959623,empatica,0.968794
19,02,1468272726.928417,empatica,0.968794
19,02,1468272727.912838,empatica,0.984420
19,02,1468272728.897258,empatica,0.984420
19,02,1468272729.834800,empatica,0.937543
19,02,1468272730.631712,empatica,0.796911
19,02,1468272731.506752,empatica,0.875040
19,02,1468272732.366166,empatica,0.859414
19,02,1468272733.194329,empatica,0.828163
19,02,1468272734.022492,empatica,0.828163
