participant-id,session-id,timestamp,source,inter-beat-interval
12,03,1471354650.031847,empatica,0.718783
12,03,1471354650.750629,empatica,0.718783
12,03,1471354679.861337,empatica,0.718783
12,03,1471354680.580120,empatica,0.718783
12,03,1471354681.267651,empatica,0.687531
12,03,1471354682.033311,empatica,0.765660
12,03,1471354682.736469,empatica,0.703157
12,03,1471354683.470877,empatica,0.734409
12,03,1471354723.128942,empatica,0.796911
12,03,1471354723.832100,empatica,0.703157
12,03,1471354724.691514,empatica,0.859414
12,03,1471354725.425923,empatica,0.734409
12,03,1471354726.254086,empatica,0.828163
12,03,1471354727.191628,empatica,0.937543
12,03,1471354744.848687,empatica,0.718783
12,03,1471354745.583095,empatica,0.734409
12,03,1471354746.395633,empatica,0.812537
12,03,1471354747.083164,empatica,0.687531
12,03,1471354747.989455,empatica,0.906291
12,03,1471354748.645736,empatica,0.656280
12,03,1471354749.348893,empatica,0.703157
12,03,1471354750.098927,empatica,0.750034
12,03,1471354750.864587,empatica,0.765660
12,03,1471354751.583370,empatica,0.718783
12,03,1471354752.349030,empatica,0.765660
12,03,1471354753.067813,empatica,0.718783
12,03,1471354753.864724,empatica,0.796911
12,03,1471354754.630384,empatica,0.765660
12,03,1471354755.349167,empatica,0.718783
12,03,1471354756.130453,empatica,0.781286
12,03,1471354756.849236,empatica,0.718783
12,03,1471354757.630522,empatica,0.781286
12,03,1471354758.349305,empatica,0.718783
12,03,1471354759.099339,empatica,0.750034
12,03,1471354759.849373,empatica,0.750034
12,03,1471354760.583782,empatica,0.734409
12,03,1471354761.318191,empatica,0.734409
12,03,1471354762.130728,empatica,0.812537
12,03,1471354762.880762,empatica,0.750034
12,03,1471354763.693299,empatica,0.812537
12,03,1471354774.334411,empatica,0.703157
12,03,1471354782.194146,empatica,0.703157
12,03,1471354782.881678,empatica,0.687531
12,03,1471354812.867425,empatica,0.515649
12,03,1471354862.682206,empatica,0.687531
12,03,1471354863.385363,empatica,0.703157
12,03,1471354965.140021,empatica,0.828163
12,03,1471354965.765049,empatica,0.625029
12,03,1471354966.405704,empatica,0.640654
12,03,1471354967.077609,empatica,0.671906
12,03,1471355025.517784,empatica,0.671906
12,03,1471355026.220942,empatica,0.703157
