participant-id,session-id,timestamp,source,temperature
13,02,1470847111.000000,empatica,382.18
13,02,1470847111.250000,empatica,382.18
13,02,1470847111.500000,empatica,382.18
13,02,1470847111.750000,empatica,382.18
13,02,1470847112.000000,empatica,33.34
13,02,1470847112.250000,empatica,33.34
13,02,1470847112.500000,empatica,33.34
13,02,1470847112.750000,empatica,33.34
13,02,1470847113.000000,empatica,33.34
13,02,1470847113.250000,empatica,33.34
13,02,1470847113.500000,empatica,33.34
13,02,1470847113.750000,empatica,33.34
13,02,1470847114.000000,empatica,33.37
13,02,1470847114.250000,empatica,33.37
13,02,1470847114.500000,empatica,33.37
13,02,1470847114.750000,empatica,33.37
13,02,1470847115.000000,empatica,33.39
13,02,1470847115.250000,empatica,33.39
13,02,1470847115.500000,empatica,33.39
13,02,1470847115.750000,empatica,33.39
13,02,1470847116.000000,empatica,33.37
13,02,1470847116.250000,empatica,33.37
13,02,1470847116.500000,empatica,33.37
13,02,1470847116.750000,empatica,33.37
13,02,1470847117.000000,empatica,33.37
13,02,1470847117.250000,empatica,33.37
13,02,1470847117.500000,empatica,33.37
13,02,1470847117.750000,empatica,33.37
13,02,1470847118.000000,empatica,33.37
13,02,1470847118.250000,empatica,33.37
13,02,1470847118.500000,empatica,33.37
13,02,1470847118.750000,empatica,33.37
13,02,1470847119.000000,empatica,33.34
13,02,1470847119.250000,empatica,33.34
13,02,1470847119.500000,empatica,33.34
13,02,1470847119.750000,empatica,33.34
13,02,1470847120.000000,empatica,33.34
13,02,1470847120.250000,empatica,33.34
13,02,1470847120.500000,empatica,33.34
13,02,1470847120.750000,empatica,33.34
13,02,1470847121.000000,empatica,33.34
13,02,1470847121.250000,empatica,33.34
13,02,1470847121.500000,empatica,33.34
13,02,1470847121.750000,empatica,33.34
13,02,1470847122.000000,empatica,33.34
13,02,1470847122.250000,empatica,33.34
13,02,1470847122.500000,empatica,33.34
13,02,1470847122.750000,empatica,33.34
13,02,1470847123.000000,empatica,33.37
13,02,1470847123.250000,empatica,33.37
13,02,1470847123.500000,empatica,33.37
13,02,1470847123.750000,empatica,33.37
13,02,1470847124.000000,empatica,33.34
13,02,1470847124.250000,empatica,33.34
13,02,1470847124.500000,empatica,33.34
13,02,1470847124.750000,empatica,33.34
13,02,1470847125.000000,empatica,33.34
13,02,1470847125.250000,empatica,33.34
13,02,1470847125.500000,empatica,33.34
13,02,1470847125.750000,empatica,33.34
13,02,1470847126.000000,empatica,33.34
13,02,1470847126.250000,empatica,33.34
13,02,1470847126.500000,empatica,33.34
13,02,1470847126.750000,empatica,33.34
13,02,1470847127.000000,empatica,33.34
13,02,1470847127.250000,empatica,33.34
13,02,1470847127.500000,empatica,33.34
13,02,1470847127.750000,empatica,33.34
13,02,1470847128.000000,empatica,33.34
13,02,1470847128.250000,empatica,33.34
13,02,1470847128.500000,empatica,33.34
13,02,1470847128.750000,empatica,33.34
13,02,1470847129.000000,empatica,33.37
13,02,1470847129.250000,empatica,33.37
13,02,1470847129.500000,empatica,33.37
13,02,1470847129.750000,empatica,33.37
13,02,1470847130.000000,empatica,33.33
13,02,1470847130.250000,empatica,33.33
13,02,1470847130.500000,empatica,33.33
13,02,1470847130.750000,empatica,33.33
13,02,1470847131.000000,empatica,33.33
13,02,1470847131.250000,empatica,33.33
13,02,1470847131.500000,empatica,33.33
13,02,1470847131.750000,empatica,33.33
13,02,1470847132.000000,empatica,33.34
13,02,1470847132.250000,empatica,33.34
13,02,1470847132.500000,empatica,33.34
13,02,1470847132.750000,empatica,33.34
13,02,1470847133.000000,empatica,33.33
13,02,1470847133.250000,empatica,33.33
13,02,1470847133.500000,empatica,33.33
13,02,1470847133.750000,empatica,33.33
13,02,1470847134.000000,empatica,33.34
13,02,1470847134.250000,empatica,33.34
13,02,1470847134.500000,empatica,33.34
13,02,1470847134.750000,empatica,33.34
13,02,1470847135.000000,empatica,33.33
13,02,1470847135.250000,empatica,33.33
13,02,1470847135.500000,empatica,33.33
13,02,1470847135.750000,empatica,33.33
13,02,1470847136.000000,empatica,33.33
13,02,1470847136.250000,empatica,33.33
13,02,1470847136.500000,empatica,33.33
13,02,1470847136.750000,empatica,33.33
13,02,1470847137.000000,empatica,33.33
13,02,1470847137.250000,empatica,33.33
13,02,1470847137.500000,empatica,33.33
13,02,1470847137.750000,empatica,33.33
13,02,1470847138.000000,empatica,33.33
13,02,1470847138.250000,empatica,33.33
13,02,1470847138.500000,empatica,33.33
13,02,1470847138.750000,empatica,33.33
13,02,1470847139.000000,empatica,33.31
13,02,1470847139.250000,empatica,33.31
13,02,1470847139.500000,empatica,33.31
13,02,1470847139.750000,empatica,33.31
13,02,1470847140.000000,empatica,33.33
13,02,1470847140.250000,empatica,33.33
13,02,1470847140.500000,empatica,33.33
13,02,1470847140.750000,empatica,33.33
13,02,1470847141.000000,empatica,33.33
13,02,1470847141.250000,empatica,33.33
13,02,1470847141.500000,empatica,33.33
13,02,1470847141.750000,empatica,33.33
13,02,1470847142.000000,empatica,33.31
13,02,1470847142.250000,empatica,33.31
13,02,1470847142.500000,empatica,33.31
13,02,1470847142.750000,empatica,33.31
13,02,1470847143.000000,empatica,33.31
13,02,1470847143.250000,empatica,33.31
13,02,1470847143.500000,empatica,33.31
13,02,1470847143.750000,empatica,33.31
13,02,1470847144.000000,empatica,33.33
13,02,1470847144.250000,empatica,33.33
13,02,1470847144.500000,empatica,33.33
13,02,1470847144.750000,empatica,33.33
13,02,1470847145.000000,empatica,33.33
13,02,1470847145.250000,empatica,33.33
13,02,1470847145.500000,empatica,33.33
13,02,1470847145.750000,empatica,33.33
13,02,1470847146.000000,empatica,33.31
13,02,1470847146.250000,empatica,33.31
13,02,1470847146.500000,empatica,33.31
13,02,1470847146.750000,empatica,33.31
13,02,1470847147.000000,empatica,33.31
13,02,1470847147.250000,empatica,33.31
13,02,1470847147.500000,empatica,33.31
13,02,1470847147.750000,empatica,33.31
13,02,1470847148.000000,empatica,33.31
13,02,1470847148.250000,empatica,33.31
13,02,1470847148.500000,empatica,33.31
13,02,1470847148.750000,empatica,33.31
13,02,1470847149.000000,empatica,33.31
13,02,1470847149.250000,empatica,33.31
13,02,1470847149.500000,empatica,33.31
13,02,1470847149.750000,empatica,33.31
13,02,1470847150.000000,empatica,33.31
13,02,1470847150.250000,empatica,33.31
13,02,1470847150.500000,empatica,33.31
13,02,1470847150.750000,empatica,33.31
13,02,1470847151.000000,empatica,33.31
13,02,1470847151.250000,empatica,33.31
13,02,1470847151.500000,empatica,33.31
13,02,1470847151.750000,empatica,33.31
13,02,1470847152.000000,empatica,33.29
13,02,1470847152.250000,empatica,33.29
13,02,1470847152.500000,empatica,33.29
13,02,1470847152.750000,empatica,33.29
13,02,1470847153.000000,empatica,33.29
13,02,1470847153.250000,empatica,33.29
13,02,1470847153.500000,empatica,33.29
13,02,1470847153.750000,empatica,33.29
13,02,1470847154.000000,empatica,33.29
13,02,1470847154.250000,empatica,33.29
13,02,1470847154.500000,empatica,33.29
13,02,1470847154.750000,empatica,33.29
13,02,1470847155.000000,empatica,33.29
13,02,1470847155.250000,empatica,33.29
13,02,1470847155.500000,empatica,33.29
13,02,1470847155.750000,empatica,33.29
13,02,1470847156.000000,empatica,33.29
13,02,1470847156.250000,empatica,33.29
13,02,1470847156.500000,empatica,33.29
13,02,1470847156.750000,empatica,33.29
13,02,1470847157.000000,empatica,33.29
13,02,1470847157.250000,empatica,33.29
13,02,1470847157.500000,empatica,33.29
13,02,1470847157.750000,empatica,33.29
13,02,1470847158.000000,empatica,33.29
13,02,1470847158.250000,empatica,33.29
13,02,1470847158.500000,empatica,33.29
13,02,1470847158.750000,empatica,33.29
13,02,1470847159.000000,empatica,33.27
13,02,1470847159.250000,empatica,33.27
13,02,1470847159.500000,empatica,33.27
13,02,1470847159.750000,empatica,33.27
13,02,1470847160.000000,empatica,33.27
13,02,1470847160.250000,empatica,33.27
13,02,1470847160.500000,empatica,33.27
13,02,1470847160.750000,empatica,33.27
13,02,1470847161.000000,empatica,33.27
13,02,1470847161.250000,empatica,33.27
13,02,1470847161.500000,empatica,33.27
13,02,1470847161.750000,empatica,33.27
13,02,1470847162.000000,empatica,33.25
13,02,1470847162.250000,empatica,33.25
13,02,1470847162.500000,empatica,33.25
13,02,1470847162.750000,empatica,33.25
13,02,1470847163.000000,empatica,33.23
13,02,1470847163.250000,empatica,33.23
13,02,1470847163.500000,empatica,33.23
13,02,1470847163.750000,empatica,33.23
13,02,1470847164.000000,empatica,33.23
13,02,1470847164.250000,empatica,33.23
13,02,1470847164.500000,empatica,33.23
13,02,1470847164.750000,empatica,33.23
13,02,1470847165.000000,empatica,33.23
13,02,1470847165.250000,empatica,33.23
13,02,1470847165.500000,empatica,33.23
13,02,1470847165.750000,empatica,33.23
13,02,1470847166.000000,empatica,33.25
13,02,1470847166.250000,empatica,33.25
13,02,1470847166.500000,empatica,33.25
13,02,1470847166.750000,empatica,33.25
13,02,1470847167.000000,empatica,33.25
13,02,1470847167.250000,empatica,33.25
13,02,1470847167.500000,empatica,33.25
13,02,1470847167.750000,empatica,33.25
13,02,1470847168.000000,empatica,33.25
13,02,1470847168.250000,empatica,33.25
13,02,1470847168.500000,empatica,33.25
13,02,1470847168.750000,empatica,33.25
13,02,1470847169.000000,empatica,33.25
13,02,1470847169.250000,empatica,33.25
13,02,1470847169.500000,empatica,33.25
13,02,1470847169.750000,empatica,33.25
13,02,1470847170.000000,empatica,33.25
13,02,1470847170.250000,empatica,33.25
13,02,1470847170.500000,empatica,33.25
13,02,1470847170.750000,empatica,33.25
13,02,1470847171.000000,empatica,33.25
13,02,1470847171.250000,empatica,33.25
13,02,1470847171.500000,empatica,33.25
13,02,1470847171.750000,empatica,33.25
13,02,1470847172.000000,empatica,33.21
13,02,1470847172.250000,empatica,33.21
13,02,1470847172.500000,empatica,33.21
13,02,1470847172.750000,empatica,33.21
13,02,1470847173.000000,empatica,33.23
13,02,1470847173.250000,empatica,33.23
13,02,1470847173.500000,empatica,33.23
13,02,1470847173.750000,empatica,33.23
13,02,1470847174.000000,empatica,33.21
13,02,1470847174.250000,empatica,33.21
13,02,1470847174.500000,empatica,33.21
13,02,1470847174.750000,empatica,33.21
13,02,1470847175.000000,empatica,33.18
13,02,1470847175.250000,empatica,33.18
13,02,1470847175.500000,empatica,33.18
13,02,1470847175.750000,empatica,33.18
13,02,1470847176.000000,empatica,33.21
13,02,1470847176.250000,empatica,33.21
13,02,1470847176.500000,empatica,33.21
13,02,1470847176.750000,empatica,33.21
13,02,1470847177.000000,empatica,33.18
13,02,1470847177.250000,empatica,33.18
13,02,1470847177.500000,empatica,33.18
13,02,1470847177.750000,empatica,33.18
13,02,1470847178.000000,empatica,33.23
13,02,1470847178.250000,empatica,33.23
13,02,1470847178.500000,empatica,33.23
13,02,1470847178.750000,empatica,33.23
13,02,1470847179.000000,empatica,33.21
13,02,1470847179.250000,empatica,33.21
13,02,1470847179.500000,empatica,33.21
13,02,1470847179.750000,empatica,33.21
13,02,1470847180.000000,empatica,33.18
13,02,1470847180.250000,empatica,33.18
13,02,1470847180.500000,empatica,33.18
13,02,1470847180.750000,empatica,33.18
13,02,1470847181.000000,empatica,33.18
13,02,1470847181.250000,empatica,33.18
13,02,1470847181.500000,empatica,33.18
13,02,1470847181.750000,empatica,33.18
13,02,1470847182.000000,empatica,33.21
13,02,1470847182.250000,empatica,33.21
13,02,1470847182.500000,empatica,33.21
13,02,1470847182.750000,empatica,33.21
13,02,1470847183.000000,empatica,33.16
13,02,1470847183.250000,empatica,33.16
13,02,1470847183.500000,empatica,33.16
13,02,1470847183.750000,empatica,33.16
13,02,1470847184.000000,empatica,33.18
13,02,1470847184.250000,empatica,33.18
13,02,1470847184.500000,empatica,33.18
13,02,1470847184.750000,empatica,33.18
13,02,1470847185.000000,empatica,33.16
13,02,1470847185.250000,empatica,33.16
13,02,1470847185.500000,empatica,33.16
13,02,1470847185.750000,empatica,33.16
13,02,1470847186.000000,empatica,33.16
13,02,1470847186.250000,empatica,33.16
13,02,1470847186.500000,empatica,33.16
13,02,1470847186.750000,empatica,33.16
13,02,1470847187.000000,empatica,33.16
13,02,1470847187.250000,empatica,33.16
13,02,1470847187.500000,empatica,33.16
13,02,1470847187.750000,empatica,33.16
13,02,1470847188.000000,empatica,33.15
13,02,1470847188.250000,empatica,33.15
13,02,1470847188.500000,empatica,33.15
13,02,1470847188.750000,empatica,33.15
13,02,1470847189.000000,empatica,33.15
13,02,1470847189.250000,empatica,33.15
13,02,1470847189.500000,empatica,33.15
13,02,1470847189.750000,empatica,33.15
13,02,1470847190.000000,empatica,33.13
13,02,1470847190.250000,empatica,33.13
13,02,1470847190.500000,empatica,33.13
13,02,1470847190.750000,empatica,33.13
13,02,1470847191.000000,empatica,33.11
13,02,1470847191.250000,empatica,33.11
13,02,1470847191.500000,empatica,33.11
13,02,1470847191.750000,empatica,33.11
13,02,1470847192.000000,empatica,33.15
13,02,1470847192.250000,empatica,33.15
13,02,1470847192.500000,empatica,33.15
13,02,1470847192.750000,empatica,33.15
13,02,1470847193.000000,empatica,33.13
13,02,1470847193.250000,empatica,33.13
13,02,1470847193.500000,empatica,33.13
13,02,1470847193.750000,empatica,33.13
13,02,1470847194.000000,empatica,33.13
13,02,1470847194.250000,empatica,33.13
13,02,1470847194.500000,empatica,33.13
13,02,1470847194.750000,empatica,33.13
13,02,1470847195.000000,empatica,33.13
13,02,1470847195.250000,empatica,33.13
13,02,1470847195.500000,empatica,33.13
13,02,1470847195.750000,empatica,33.13
13,02,1470847196.000000,empatica,33.13
13,02,1470847196.250000,empatica,33.13
13,02,1470847196.500000,empatica,33.13
13,02,1470847196.750000,empatica,33.13
13,02,1470847197.000000,empatica,33.13
13,02,1470847197.250000,empatica,33.13
13,02,1470847197.500000,empatica,33.13
13,02,1470847197.750000,empatica,33.13
13,02,1470847198.000000,empatica,33.15
13,02,1470847198.250000,empatica,33.15
13,02,1470847198.500000,empatica,33.15
13,02,1470847198.750000,empatica,33.15
13,02,1470847199.000000,empatica,33.11
13,02,1470847199.250000,empatica,33.11
13,02,1470847199.500000,empatica,33.11
13,02,1470847199.750000,empatica,33.11
13,02,1470847200.000000,empatica,33.13
13,02,1470847200.250000,empatica,33.13
13,02,1470847200.500000,empatica,33.13
13,02,1470847200.750000,empatica,33.13
13,02,1470847201.000000,empatica,33.11
13,02,1470847201.250000,empatica,33.11
13,02,1470847201.500000,empatica,33.11
13,02,1470847201.750000,empatica,33.11
13,02,1470847202.000000,empatica,33.13
13,02,1470847202.250000,empatica,33.13
13,02,1470847202.500000,empatica,33.13
13,02,1470847202.750000,empatica,33.13
13,02,1470847203.000000,empatica,33.11
13,02,1470847203.250000,empatica,33.11
13,02,1470847203.500000,empatica,33.11
13,02,1470847203.750000,empatica,33.11
13,02,1470847204.000000,empatica,33.15
13,02,1470847204.250000,empatica,33.15
13,02,1470847204.500000,empatica,33.15
13,02,1470847204.750000,empatica,33.15
13,02,1470847205.000000,empatica,33.11
13,02,1470847205.250000,empatica,33.11
13,02,1470847205.500000,empatica,33.11
13,02,1470847205.750000,empatica,33.11
13,02,1470847206.000000,empatica,33.11
13,02,1470847206.250000,empatica,33.11
13,02,1470847206.500000,empatica,33.11
13,02,1470847206.750000,empatica,33.11
13,02,1470847207.000000,empatica,33.11
13,02,1470847207.250000,empatica,33.11
13,02,1470847207.500000,empatica,33.11
13,02,1470847207.750000,empatica,33.11
13,02,1470847208.000000,empatica,33.11
13,02,1470847208.250000,empatica,33.11
13,02,1470847208.500000,empatica,33.11
13,02,1470847208.750000,empatica,33.11
13,02,1470847209.000000,empatica,33.13
13,02,1470847209.250000,empatica,33.13
13,02,1470847209.500000,empatica,33.13
13,02,1470847209.750000,empatica,33.13
13,02,1470847210.000000,empatica,33.13
13,02,1470847210.250000,empatica,33.13
13,02,1470847210.500000,empatica,33.13
13,02,1470847210.750000,empatica,33.13
13,02,1470847211.000000,empatica,33.13
13,02,1470847211.250000,empatica,33.13
13,02,1470847211.500000,empatica,33.13
13,02,1470847211.750000,empatica,33.13
