timestamp,participant-id,session-id,source,rr-interval
1471672053.0,5,3,empatica,765.66
1471672771.0,5,3,empatica,718.783
1471673584.0,5,3,empatica,812.537
1471674365.0,5,3,empatica,781.286
1471675100.0,5,3,empatica,734.409
1471675693.0,5,3,empatica,593.777
1471687163.0,5,3,empatica,718.783
1471687788.0,5,3,empatica,625.029
1471688647.0,5,3,empatica,859.414
1471689241.0,5,3,empatica,593.777
1471689897.0,5,3,empatica,656.28
1471690694.0,5,3,empatica,796.911
1471695288.0,5,3,empatica,671.906
1471751306.0,5,3,empatica,656.28
1471752025.0,5,3,empatica,718.783
1471752650.0,5,3,empatica,625.029
1471753291.0,5,3,empatica,640.654
1471753963.0,5,3,empatica,671.906
1471778557.0,5,3,empatica,578.151
1471779323.0,5,3,empatica,765.66
1471794636.0,5,3,empatica,1015.671
1471798136.0,5,3,empatica,703.157
1471798793.0,5,3,empatica,656.28
1471799527.0,5,3,empatica,734.409
1471800152.0,5,3,empatica,625.029
1471800855.0,5,3,empatica,703.157
1471801559.0,5,3,empatica,703.157
1471802309.0,5,3,empatica,750.034
1471802980.0,5,3,empatica,671.906
1471807215.0,5,3,empatica,734.409
1471807856.0,5,3,empatica,640.654
1471808528.0,5,3,empatica,671.906
1471809153.0,5,3,empatica,625.029
1471809840.0,5,3,empatica,687.531
1471810575.0,5,3,empatica,734.409
1471811200.0,5,3,empatica,625.029
1471811856.0,5,3,empatica,656.28
1471812559.0,5,3,empatica,703.157
1471813262.0,5,3,empatica,703.157
1471813903.0,5,3,empatica,640.654
1471814637.0,5,3,empatica,734.409
1471849779.0,5,3,empatica,609.403
1471850405.0,5,3,empatica,625.029
1471851030.0,5,3,empatica,625.029
1471851655.0,5,3,empatica,625.029
1471852342.0,5,3,empatica,687.531
1471852920.0,5,3,empatica,578.151
1471853545.0,5,3,empatica,625.029
1471854264.0,5,3,empatica,718.783
1471854858.0,5,3,empatica,593.777
1471855530.0,5,3,empatica,671.906
1471856202.0,5,3,empatica,671.906
1471856842.0,5,3,empatica,640.654
1471857514.0,5,3,empatica,671.906
1471858170.0,5,3,empatica,656.28
1471858842.0,5,3,empatica,671.906
1471859546.0,5,3,empatica,703.157
1471860217.0,5,3,empatica,671.906
1471860921.0,5,3,empatica,703.157
1471861639.0,5,3,empatica,718.783
1471862374.0,5,3,empatica,734.409
1471863077.0,5,3,empatica,703.157
1471863796.0,5,3,empatica,718.783
1471864515.0,5,3,empatica,718.783
1471865218.0,5,3,empatica,703.157
1471865905.0,5,3,empatica,687.531
1471866593.0,5,3,empatica,687.531
1471867312.0,5,3,empatica,718.783
1471867999.0,5,3,empatica,687.531
1471868718.0,5,3,empatica,718.783
1471943378.0,5,3,empatica,578.151
1471953190.0,5,3,empatica,609.403
1471953831.0,5,3,empatica,640.654
1471954472.0,5,3,empatica,640.654
1471955128.0,5,3,empatica,656.28
1471955737.0,5,3,empatica,609.403
1471956347.0,5,3,empatica,609.403
1471966566.0,5,3,empatica,687.531
1471974051.0,5,3,empatica,640.654
1471974660.0,5,3,empatica,609.403
1471975332.0,5,3,empatica,671.906
1471976004.0,5,3,empatica,671.906
1471982973.0,5,3,empatica,812.537
1471983661.0,5,3,empatica,687.531
1471984348.0,5,3,empatica,687.531
1471985036.0,5,3,empatica,687.531
1471985754.0,5,3,empatica,718.783
1471986458.0,5,3,empatica,703.157
1471987176.0,5,3,empatica,718.783
1471987848.0,5,3,empatica,671.906
1471988458.0,5,3,empatica,609.403
1472018600.0,5,3,empatica,687.531
1472019272.0,5,3,empatica,671.906
1472019850.0,5,3,empatica,578.151
1472024725.0,5,3,empatica,734.409
1472025319.0,5,3,empatica,593.777
1472025944.0,5,3,empatica,625.029
1472026678.0,5,3,empatica,734.409
1472027241.0,5,3,empatica,562.526
1472032053.0,5,3,empatica,687.531
1472035397.0,5,3,empatica,750.034
1472038413.0,5,3,empatica,578.151
1472039007.0,5,3,empatica,593.777
1472039632.0,5,3,empatica,625.029
1472040241.0,5,3,empatica,609.403
1472062039.0,5,3,empatica,625.029
1472062742.0,5,3,empatica,703.157
1472063367.0,5,3,empatica,625.029
1472070008.0,5,3,empatica,734.409
1472070633.0,5,3,empatica,625.029
1472071243.0,5,3,empatica,609.403
1472071868.0,5,3,empatica,625.029
1472072508.0,5,3,empatica,640.654
1472073133.0,5,3,empatica,625.029
1472073758.0,5,3,empatica,625.029
1472074384.0,5,3,empatica,625.029
1472075009.0,5,3,empatica,625.029
1472075618.0,5,3,empatica,609.403
1472076212.0,5,3,empatica,593.777
1472076837.0,5,3,empatica,625.029
1472077446.0,5,3,empatica,609.403
1472078056.0,5,3,empatica,609.403
1472078712.0,5,3,empatica,656.28
1472079337.0,5,3,empatica,625.029
1472079978.0,5,3,empatica,640.654
1472089869.0,5,3,empatica,625.029
1472090509.0,5,3,empatica,640.654
1472091134.0,5,3,empatica,625.029
1472091775.0,5,3,empatica,640.654
1472092431.0,5,3,empatica,656.28
1472093072.0,5,3,empatica,640.654
1472093744.0,5,3,empatica,671.906
1472094384.0,5,3,empatica,640.654
1472095056.0,5,3,empatica,671.906
1472095728.0,5,3,empatica,671.906
1472096369.0,5,3,empatica,640.654
1472097103.0,5,3,empatica,734.409
1472097713.0,5,3,empatica,609.403
1472102291.0,5,3,empatica,671.906
1472102932.0,5,3,empatica,640.654
1472103619.0,5,3,empatica,687.531
1472104276.0,5,3,empatica,656.28
1472104947.0,5,3,empatica,671.906
1472105604.0,5,3,empatica,656.28
1472106338.0,5,3,empatica,734.409
1472107010.0,5,3,empatica,671.906
1472107651.0,5,3,empatica,640.654
1472108307.0,5,3,empatica,656.28
1472109119.0,5,3,empatica,812.537
1472115089.0,5,3,empatica,687.531
1472115760.0,5,3,empatica,671.906
1472116448.0,5,3,empatica,687.531
1472117135.0,5,3,empatica,687.531
1472117807.0,5,3,empatica,671.906
1472118479.0,5,3,empatica,671.906
1472119089.0,5,3,empatica,609.403
1472119776.0,5,3,empatica,687.531
1472120354.0,5,3,empatica,578.151
1472132589.0,5,3,empatica,671.906
1472133230.0,5,3,empatica,640.654
1472133886.0,5,3,empatica,656.28
1472134574.0,5,3,empatica,687.531
1472143746.0,5,3,empatica,656.28
1472144418.0,5,3,empatica,671.906
1472145059.0,5,3,empatica,640.654
1472145715.0,5,3,empatica,656.28
1472146340.0,5,3,empatica,625.029
1472146887.0,5,3,empatica,546.9
1472147606.0,5,3,empatica,718.783
1472153387.0,5,3,empatica,671.906
1472154043.0,5,3,empatica,656.28
1472154731.0,5,3,empatica,687.531
1472155387.0,5,3,empatica,656.28
1472156044.0,5,3,empatica,656.28
1472156700.0,5,3,empatica,656.28
1472157356.0,5,3,empatica,656.28
1472158012.0,5,3,empatica,656.28
1472158669.0,5,3,empatica,656.28
1472159309.0,5,3,empatica,640.654
1472169966.0,5,3,empatica,703.157
1472170638.0,5,3,empatica,671.906
1472171310.0,5,3,empatica,671.906
1472172013.0,5,3,empatica,703.157
1472172732.0,5,3,empatica,718.783
1472173419.0,5,3,empatica,687.531
1472174138.0,5,3,empatica,718.783
1472174810.0,5,3,empatica,671.906
1472175498.0,5,3,empatica,687.531
1472176185.0,5,3,empatica,687.531
1472176841.0,5,3,empatica,656.28
1472177498.0,5,3,empatica,656.28
1472178170.0,5,3,empatica,671.906
1472178841.0,5,3,empatica,671.906
1472179529.0,5,3,empatica,687.531
1472180263.0,5,3,empatica,734.409
1472180967.0,5,3,empatica,703.157
1472181654.0,5,3,empatica,687.531
1472182373.0,5,3,empatica,718.783
