participant-id,session-id,timestamp,source,heart-rate
19,01,1467843911.0,empatica,76.00
19,01,1467843912.0,empatica,74.00
19,01,1467843913.0,empatica,72.33
19,01,1467843914.0,empatica,71.25
19,01,1467843915.0,empatica,70.40
19,01,1467843916.0,empatica,69.67
19,01,1467843917.0,empatica,69.29
19,01,1467843918.0,empatica,69.00
19,01,1467843919.0,empatica,68.78
19,01,1467843920.0,empatica,68.50
19,01,1467843921.0,empatica,68.27
19,01,1467843922.0,empatica,68.08
19,01,1467843923.0,empatica,68.00
19,01,1467843924.0,empatica,68.00
19,01,1467843925.0,empatica,68.07
19,01,1467843926.0,empatica,68.12
19,01,1467843927.0,empatica,68.18
19,01,1467843928.0,empatica,68.22
19,01,1467843929.0,empatica,68.16
19,01,1467843930.0,empatica,68.50
19,01,1467843931.0,empatica,68.81
19,01,1467843932.0,empatica,69.09
19,01,1467843933.0,empatica,69.35
19,01,1467843934.0,empatica,69.58
19,01,1467843935.0,empatica,69.36
19,01,1467843936.0,empatica,69.15
19,01,1467843937.0,empatica,69.00
19,01,1467843938.0,empatica,68.89
19,01,1467843939.0,empatica,68.93
19,01,1467843940.0,empatica,69.00
19,01,1467843941.0,empatica,69.03
19,01,1467843942.0,empatica,69.06
19,01,1467843943.0,empatica,69.00
19,01,1467843944.0,empatica,68.94
19,01,1467843945.0,empatica,68.83
19,01,1467843946.0,empatica,68.69
19,01,1467843947.0,empatica,68.57
19,01,1467843948.0,empatica,68.42
19,01,1467843949.0,empatica,68.28
19,01,1467843950.0,empatica,68.12
19,01,1467843951.0,empatica,67.98
19,01,1467843952.0,empatica,67.83
19,01,1467843953.0,empatica,67.70
19,01,1467843954.0,empatica,67.57
19,01,1467843955.0,empatica,67.44
19,01,1467843956.0,empatica,67.30
19,01,1467843957.0,empatica,67.17
19,01,1467843958.0,empatica,67.04
19,01,1467843959.0,empatica,66.90
19,01,1467843960.0,empatica,66.76
19,01,1467843961.0,empatica,66.63
19,01,1467843962.0,empatica,66.50
19,01,1467843963.0,empatica,66.38
19,01,1467843964.0,empatica,66.26
19,01,1467843965.0,empatica,66.16
19,01,1467843966.0,empatica,66.07
19,01,1467843967.0,empatica,65.98
19,01,1467843968.0,empatica,65.91
19,01,1467843969.0,empatica,65.85
19,01,1467843970.0,empatica,65.78
19,01,1467843971.0,empatica,65.55
19,01,1467843972.0,empatica,65.38
19,01,1467843973.0,empatica,65.30
19,01,1467843974.0,empatica,65.23
19,01,1467843975.0,empatica,65.18
19,01,1467843976.0,empatica,65.15
19,01,1467843977.0,empatica,65.12
19,01,1467843978.0,empatica,65.08
19,01,1467843979.0,empatica,65.03
19,01,1467843980.0,empatica,65.02
19,01,1467843981.0,empatica,65.00
19,01,1467843982.0,empatica,64.98
19,01,1467843983.0,empatica,64.93
19,01,1467843984.0,empatica,64.87
19,01,1467843985.0,empatica,64.82
19,01,1467843986.0,empatica,65.10
19,01,1467843987.0,empatica,65.42
19,01,1467843988.0,empatica,65.68
19,01,1467843989.0,empatica,65.93
19,01,1467843990.0,empatica,66.10
19,01,1467843991.0,empatica,66.23
19,01,1467843992.0,empatica,66.37
19,01,1467843993.0,empatica,66.50
19,01,1467843994.0,empatica,66.62
19,01,1467843995.0,empatica,66.90
19,01,1467843996.0,empatica,67.25
19,01,1467843997.0,empatica,67.58
19,01,1467843998.0,empatica,67.88
19,01,1467843999.0,empatica,68.08
19,01,1467844000.0,empatica,68.27
19,01,1467844001.0,empatica,68.45
19,01,1467844002.0,empatica,68.60
19,01,1467844003.0,empatica,68.73
19,01,1467844004.0,empatica,68.90
19,01,1467844005.0,empatica,69.12
19,01,1467844006.0,empatica,69.37
19,01,1467844007.0,empatica,69.63
19,01,1467844008.0,empatica,69.92
19,01,1467844009.0,empatica,70.18
19,01,1467844010.0,empatica,70.45
19,01,1467844011.0,empatica,70.72
19,01,1467844012.0,empatica,70.97
19,01,1467844013.0,empatica,71.20
19,01,1467844014.0,empatica,71.42
19,01,1467844015.0,empatica,71.63
19,01,1467844016.0,empatica,71.85
19,01,1467844017.0,empatica,72.08
19,01,1467844018.0,empatica,72.32
19,01,1467844019.0,empatica,72.60
19,01,1467844020.0,empatica,72.87
19,01,1467844021.0,empatica,73.12
19,01,1467844022.0,empatica,73.37
19,01,1467844023.0,empatica,73.62
19,01,1467844024.0,empatica,73.85
19,01,1467844025.0,empatica,74.05
19,01,1467844026.0,empatica,74.23
19,01,1467844027.0,empatica,74.42
19,01,1467844028.0,empatica,74.57
19,01,1467844029.0,empatica,74.72
19,01,1467844030.0,empatica,74.88
19,01,1467844031.0,empatica,75.05
19,01,1467844032.0,empatica,75.22
19,01,1467844033.0,empatica,75.35
19,01,1467844034.0,empatica,75.48
19,01,1467844035.0,empatica,75.63
19,01,1467844036.0,empatica,75.80
19,01,1467844037.0,empatica,75.93
19,01,1467844038.0,empatica,76.07
19,01,1467844039.0,empatica,76.22
19,01,1467844040.0,empatica,76.37
19,01,1467844041.0,empatica,76.53
19,01,1467844042.0,empatica,76.73
19,01,1467844043.0,empatica,76.95
19,01,1467844044.0,empatica,77.17
19,01,1467844045.0,empatica,77.35
19,01,1467844046.0,empatica,77.20
19,01,1467844047.0,empatica,77.02
19,01,1467844048.0,empatica,76.88
19,01,1467844049.0,empatica,76.80
19,01,1467844050.0,empatica,76.68
19,01,1467844051.0,empatica,76.62
19,01,1467844052.0,empatica,76.55
19,01,1467844053.0,empatica,76.50
19,01,1467844054.0,empatica,76.48
19,01,1467844055.0,empatica,76.48
19,01,1467844056.0,empatica,76.42
19,01,1467844057.0,empatica,76.32
19,01,1467844058.0,empatica,76.22
19,01,1467844059.0,empatica,76.15
19,01,1467844060.0,empatica,76.08
19,01,1467844061.0,empatica,76.03
19,01,1467844062.0,empatica,76.02
19,01,1467844063.0,empatica,76.05
19,01,1467844064.0,empatica,76.03
19,01,1467844065.0,empatica,76.00
19,01,1467844066.0,empatica,75.93
19,01,1467844067.0,empatica,75.87
19,01,1467844068.0,empatica,75.78
19,01,1467844069.0,empatica,75.72
19,01,1467844070.0,empatica,75.63
19,01,1467844071.0,empatica,75.55
19,01,1467844072.0,empatica,75.45
19,01,1467844073.0,empatica,75.38
19,01,1467844074.0,empatica,75.35
19,01,1467844075.0,empatica,75.33
19,01,1467844076.0,empatica,75.33
19,01,1467844077.0,empatica,75.32
19,01,1467844078.0,empatica,75.30
19,01,1467844079.0,empatica,75.27
19,01,1467844080.0,empatica,75.27
19,01,1467844081.0,empatica,75.32
19,01,1467844082.0,empatica,75.38
19,01,1467844083.0,empatica,75.43
19,01,1467844084.0,empatica,75.50
19,01,1467844085.0,empatica,75.57
19,01,1467844086.0,empatica,75.63
19,01,1467844087.0,empatica,75.68
19,01,1467844088.0,empatica,75.75
19,01,1467844089.0,empatica,75.82
19,01,1467844090.0,empatica,75.85
19,01,1467844091.0,empatica,75.87
19,01,1467844092.0,empatica,75.87
19,01,1467844093.0,empatica,75.87
19,01,1467844094.0,empatica,75.88
19,01,1467844095.0,empatica,75.88
19,01,1467844096.0,empatica,75.87
19,01,1467844097.0,empatica,75.87
19,01,1467844098.0,empatica,75.85
19,01,1467844099.0,empatica,75.83
19,01,1467844100.0,empatica,75.82
19,01,1467844101.0,empatica,75.78
19,01,1467844102.0,empatica,75.70
19,01,1467844103.0,empatica,75.62
19,01,1467844104.0,empatica,75.52
19,01,1467844105.0,empatica,75.45
19,01,1467844106.0,empatica,75.40
19,01,1467844107.0,empatica,75.35
19,01,1467844108.0,empatica,75.32
19,01,1467844109.0,empatica,75.27
19,01,1467844110.0,empatica,75.22
19,01,1467844111.0,empatica,75.18
19,01,1467844112.0,empatica,75.17
19,01,1467844113.0,empatica,75.13
19,01,1467844114.0,empatica,75.08
19,01,1467844115.0,empatica,75.02
19,01,1467844116.0,empatica,74.95
19,01,1467844117.0,empatica,74.92
19,01,1467844118.0,empatica,74.92
19,01,1467844119.0,empatica,74.93
19,01,1467844120.0,empatica,74.98
